SpeciesCommonName,SpeciesLatinName,Tissue,Female,Age,SID
Olive baboon,Papio hamadryas,Cortex,1,22.12,X202794570001_R01C01
Olive baboon,Papio hamadryas,Cortex,0,8.04,X202794570001_R01C02
Olive baboon,Papio hamadryas,Cortex,1,18.95,X202794570001_R02C01
Olive baboon,Papio hamadryas,Cortex,0,18.64,X202794570001_R02C02
Olive baboon,Papio hamadryas,Cortex,1,18.61,X202794570001_R03C01
Olive baboon,Papio hamadryas,Cortex,0,8.8,X202794570001_R03C02
Olive baboon,Papio hamadryas,Cortex,1,17.85,X202794570001_R04C01
Olive baboon,Papio hamadryas,Cortex,0,22.68,X202794570001_R04C02
Olive baboon,Papio hamadryas,Cortex,1,18.26,X202794570001_R05C01
Olive baboon,Papio hamadryas,Cortex,0,18.64,X202794570001_R05C02
Olive baboon,Papio hamadryas,Cortex,0,22.84,X202794570001_R06C01
Olive baboon,Papio hamadryas,Cortex,0,16.68,X202794570001_R06C02
Mouse,Mus musculus,Liver,1,1.964480874,X202794570002_R01C01
Mouse,Mus musculus,Blood,1,1.37431694,X202794570002_R01C02
Mouse,Mus musculus,Liver,1,1.144808743,X202794570002_R02C01
Mouse,Mus musculus,Liver,1,2.778688525,X202794570002_R03C01
Mouse,Mus musculus,Blood,1,1.784153006,X202794570002_R03C02
Mouse,Mus musculus,Liver,0,1.103825137,X202794570002_R04C01
Mouse,Mus musculus,Blood,1,1.37431694,X202794570002_R04C02
Mouse,Mus musculus,Liver,1,1.010928962,X202794570002_R05C01
Mouse,Mus musculus,Blood,1,,X202794570002_R05C02
Mouse,Mus musculus,Blood,1,1.396174863,X202794570002_R06C01
Mouse,Mus musculus,Blood,1,1.415300546,X202794570002_R06C02
Mouse,Mus musculus,Liver,1,1.478142077,X202794570004_R01C01
Mouse,Mus musculus,Liver,1,0.975409836,X202794570004_R01C02
Mouse,Mus musculus,Liver,1,1.527322404,X202794570004_R02C01
Mouse,Mus musculus,Liver,1,0.975409836,X202794570004_R02C02
Mouse,Mus musculus,Liver,1,,X202794570004_R03C01
Mouse,Mus musculus,Liver,1,0.975409836,X202794570004_R04C01
Mouse,Mus musculus,Liver,1,0.950819672,X202794570004_R04C02
Mouse,Mus musculus,Liver,1,0.975409836,X202794570004_R05C01
Mouse,Mus musculus,Liver,1,0.986338798,X202794570004_R05C02
Mouse,Mus musculus,Liver,1,0.975409836,X202794570004_R06C01
Olive baboon,Papio hamadryas,Cortex,1,19.81,X202794570005_R01C01
Olive baboon,Papio hamadryas,Cortex,1,18.42,X202794570005_R01C02
Olive baboon,Papio hamadryas,Cortex,1,18.48,X202794570005_R02C01
Olive baboon,Papio hamadryas,Cortex,1,20.83,X202794570005_R02C02
Olive baboon,Papio hamadryas,Cortex,1,13.16,X202794570005_R03C01
Olive baboon,Papio hamadryas,Cortex,1,11.95,X202794570005_R03C02
Olive baboon,Papio hamadryas,Cortex,1,13.8,X202794570005_R04C01
Olive baboon,Papio hamadryas,Cortex,1,12.86,X202794570005_R04C02
Olive baboon,Papio hamadryas,Cortex,1,13.61,X202794570005_R05C01
Olive baboon,Papio hamadryas,Cortex,1,12.02,X202794570005_R05C02
Olive baboon,Papio hamadryas,Cortex,1,15.68,X202794570005_R06C01
Olive baboon,Papio hamadryas,Cortex,1,14.77,X202794570005_R06C02
Olive baboon,Papio hamadryas,Liver,0,18,X202794570007_R01C01
Olive baboon,Papio hamadryas,Liver,1,8.65,X202794570007_R01C02
Olive baboon,Papio hamadryas,Liver,0,16.82,X202794570007_R02C01
Olive baboon,Papio hamadryas,Liver,1,17.99,X202794570007_R02C02
Olive baboon,Papio hamadryas,Liver,0,18.36,X202794570007_R03C01
Olive baboon,Papio hamadryas,Liver,1,7.49,X202794570007_R03C02
Olive baboon,Papio hamadryas,Liver,1,10.18,X202794570007_R04C01
Olive baboon,Papio hamadryas,Liver,1,6.45,X202794570007_R04C02
Olive baboon,Papio hamadryas,Liver,1,9.42,X202794570007_R05C01
Olive baboon,Papio hamadryas,Liver,1,6.11,X202794570007_R05C02
Olive baboon,Papio hamadryas,Liver,1,12.17,X202794570007_R06C01
Olive baboon,Papio hamadryas,Liver,1,5.98,X202794570007_R06C02
Olive baboon,Papio hamadryas,Liver,1,8.72,X202794570009_R01C01
Olive baboon,Papio hamadryas,Liver,1,13.73,X202794570009_R01C02
Olive baboon,Papio hamadryas,Liver,1,10.36,X202794570009_R02C01
Olive baboon,Papio hamadryas,Liver,1,10.99,X202794570009_R02C02
Olive baboon,Papio hamadryas,Liver,1,8.88,X202794570009_R03C01
Olive baboon,Papio hamadryas,Liver,1,11.1,X202794570009_R03C02
Olive baboon,Papio hamadryas,Liver,1,19.21,X202794570009_R04C01
Olive baboon,Papio hamadryas,Liver,1,10.93,X202794570009_R04C02
Olive baboon,Papio hamadryas,Liver,1,15.12,X202794570009_R05C01
Olive baboon,Papio hamadryas,Liver,1,20.91,X202794570009_R05C02
Olive baboon,Papio hamadryas,Liver,1,21.29,X202794570009_R06C01
Olive baboon,Papio hamadryas,Liver,1,18.63,X202794570009_R06C02
Deer mouse,Peromyscus maniculatus,Skin,0,,X202794570010_R01C01
Meadow vole,Microtus pennsylvanicus,Skin,,,X202794570010_R01C02
Bush tail rat,Neotoma cinerea,Skin,1,,X202794570010_R02C01
Rat,Rattus norvegicus,Skin,1,,X202794570010_R02C02
Black rat,Rattus rattus,Skin,,,X202794570010_R03C01
Mouse,Mus musculus,Skin,1,,X202794570010_R03C02
Naked mole rat,Heterocephalus glaber,Skin,0,3,X202794570010_R04C01
Naked mole rat,Heterocephalus glaber,Skin,0,7,X202794570010_R04C02
Eastern chipmunk,Tamias striatus,Skin,1,,X202794570010_R05C01
Porqupine,Erethizon dorsatus,Skin,,,X202794570010_R05C02
Naked mole rat,Heterocephalus glaber,Skin,0,0.8,X202794570010_R06C01
Olive baboon,Papio hamadryas,Cortex,0,18,X202794570011_R01C01
Olive baboon,Papio hamadryas,Cortex,1,17.99,X202794570011_R01C02
Olive baboon,Papio hamadryas,Cortex,0,16.82,X202794570011_R02C01
Olive baboon,Papio hamadryas,Cortex,1,7.49,X202794570011_R02C02
Olive baboon,Papio hamadryas,Cortex,0,18.36,X202794570011_R03C01
Olive baboon,Papio hamadryas,Liver,1,13.8,X202794570011_R03C02
Olive baboon,Papio hamadryas,Cortex,1,10.18,X202794570011_R04C01
Olive baboon,Papio hamadryas,Liver,1,9.42,X202794570011_R04C02
Olive baboon,Papio hamadryas,Cortex,1,9.42,X202794570011_R05C01
Olive baboon,Papio hamadryas,Cortex,1,13.16,X202794570011_R05C02
Olive baboon,Papio hamadryas,Cortex,1,8.65,X202794570011_R06C01
Olive baboon,Papio hamadryas,Cortex,0,8.8,X202794570011_R06C02
Mouse,Mus musculus,Skin,,2,X202794570012_R01C02
Guinea pig,Cavia porcellus,Skin,,,X202794570012_R02C01
Beaver,Castor canadensis,Skin,0,,X202794570012_R02C02
Beaver,Castor canadensis,Skin,,,X202794570012_R03C01
Brown rat,Rattus norvegicus domestica,Skin,0,,X202794570012_R03C02
Beaver,Castor canadensis,Skin,,,X202794570012_R04C01
Capybara,Hydrochoerus hydrochaeris,Skin,0,,X202794570012_R04C02
Groundhog,Marmota monax,Skin,1,,X202794570012_R05C01
Gerbil,Meriones unguiculatus,Skin,,,X202794570012_R06C01
Mouse,Mus musculus,Liver,1,0.964480874,X202794570013_R01C01
Mouse,Mus musculus,Liver,1,1.579234973,X202794570013_R01C02
Mouse,Mus musculus,Liver,1,0.961748634,X202794570013_R02C01
Mouse,Mus musculus,Liver,1,1.579234973,X202794570013_R02C02
Mouse,Mus musculus,Liver,1,1.510928962,X202794570013_R03C01
Mouse,Mus musculus,Liver,1,0.989071038,X202794570013_R03C02
Mouse,Mus musculus,Liver,1,,X202794570013_R04C01
Mouse,Mus musculus,Liver,1,1.483606557,X202794570013_R04C02
Mouse,Mus musculus,Liver,1,1.521857924,X202794570013_R05C01
Mouse,Mus musculus,Liver,1,1.975409836,X202794570013_R05C02
Mouse,Mus musculus,Liver,1,1.510928962,X202794570013_R06C01
Mouse,Mus musculus,Liver,0,1.103825137,X202794570013_R06C02
Olive baboon,Papio hamadryas,Liver,1,22.12,X202794570015_R01C01
Olive baboon,Papio hamadryas,Liver,0,8.04,X202794570015_R01C02
Olive baboon,Papio hamadryas,Liver,1,18.95,X202794570015_R02C01
Olive baboon,Papio hamadryas,Liver,0,18.64,X202794570015_R02C02
Olive baboon,Papio hamadryas,Liver,1,18.61,X202794570015_R03C01
Olive baboon,Papio hamadryas,Liver,0,8.8,X202794570015_R03C02
Olive baboon,Papio hamadryas,Liver,1,17.85,X202794570015_R04C01
Olive baboon,Papio hamadryas,Liver,0,22.68,X202794570015_R04C02
Olive baboon,Papio hamadryas,Liver,1,18.26,X202794570015_R05C01
Olive baboon,Papio hamadryas,Liver,0,18.64,X202794570015_R05C02
Olive baboon,Papio hamadryas,Liver,0,22.84,X202794570015_R06C01
Olive baboon,Papio hamadryas,Liver,0,16.68,X202794570015_R06C02
Olive baboon,Papio hamadryas,Liver,1,19.81,X202794570016_R01C01
Olive baboon,Papio hamadryas,Liver,1,18.42,X202794570016_R01C02
Olive baboon,Papio hamadryas,Liver,1,18.48,X202794570016_R02C01
Olive baboon,Papio hamadryas,Liver,1,20.83,X202794570016_R02C02
Olive baboon,Papio hamadryas,Liver,1,13.16,X202794570016_R03C01
Olive baboon,Papio hamadryas,Liver,1,11.95,X202794570016_R03C02
Olive baboon,Papio hamadryas,Liver,1,13.8,X202794570016_R04C01
Olive baboon,Papio hamadryas,Liver,1,12.86,X202794570016_R04C02
Olive baboon,Papio hamadryas,Liver,1,13.61,X202794570016_R05C01
Olive baboon,Papio hamadryas,Liver,1,12.02,X202794570016_R05C02
Olive baboon,Papio hamadryas,Liver,1,15.68,X202794570016_R06C01
Olive baboon,Papio hamadryas,Liver,1,14.77,X202794570016_R06C02
Mouse,Mus musculus,Liver,1,0.590163934,X202794570018_R01C01
Mouse,Mus musculus,Liver,1,0.964480874,X202794570018_R01C02
Mouse,Mus musculus,Liver,1,1.00273224,X202794570018_R02C01
Mouse,Mus musculus,Liver,1,1.494535519,X202794570018_R02C02
Mouse,Mus musculus,Liver,1,0.510928962,X202794570018_R03C01
Mouse,Mus musculus,Liver,0,1.084699454,X202794570018_R03C02
Mouse,Mus musculus,Liver,1,1.494535519,X202794570018_R04C01
Mouse,Mus musculus,Liver,1,2.068306011,X202794570018_R04C02
Mouse,Mus musculus,Liver,1,1.396174863,X202794570018_R05C01
Mouse,Mus musculus,Liver,1,2.021857924,X202794570018_R05C02
Mouse,Mus musculus,Liver,1,2.032786885,X202794570018_R06C01
Mouse,Mus musculus,Liver,1,0.573770492,X202794570018_R06C02
Olive baboon,Papio hamadryas,Cortex,1,8.72,X202794570019_R01C01
Olive baboon,Papio hamadryas,Cortex,1,13.73,X202794570019_R01C02
Olive baboon,Papio hamadryas,Cortex,1,10.36,X202794570019_R02C01
Olive baboon,Papio hamadryas,Cortex,1,10.99,X202794570019_R02C02
Olive baboon,Papio hamadryas,Cortex,1,8.88,X202794570019_R03C01
Olive baboon,Papio hamadryas,Cortex,1,11.1,X202794570019_R03C02
Olive baboon,Papio hamadryas,Cortex,1,19.21,X202794570019_R04C01
Olive baboon,Papio hamadryas,Cortex,1,10.93,X202794570019_R04C02
Olive baboon,Papio hamadryas,Cortex,1,15.12,X202794570019_R05C01
Olive baboon,Papio hamadryas,Cortex,1,20.91,X202794570019_R05C02
Olive baboon,Papio hamadryas,Cortex,1,21.29,X202794570019_R06C01
Olive baboon,Papio hamadryas,Cortex,1,18.63,X202794570019_R06C02
Mouse,Mus musculus,Blood,1,1.527322404,X202794570020_R01C01
Mouse,Mus musculus,Blood,1,0.975409836,X202794570020_R01C02
Mouse,Mus musculus,Blood,1,1.770491803,X202794570020_R02C01
Mouse,Mus musculus,Blood,1,0.975409836,X202794570020_R02C02
Mouse,Mus musculus,Blood,1,1.527322404,X202794570020_R03C01
Mouse,Mus musculus,Blood,1,0.975409836,X202794570020_R03C02
Mouse,Mus musculus,Blood,1,0.975409836,X202794570020_R04C02
Mouse,Mus musculus,Blood,1,0.975409836,X202794570020_R05C02
Mouse,Mus musculus,Blood,1,0.975409836,X202794570020_R06C01
Mouse,Mus musculus,Liver,1,1.37431694,X202794570020_R06C02
Mouse,Mus musculus,Liver,0,1.475409836,X202794570021_R01C01
Mouse,Mus musculus,Liver,1,0.994535519,X202794570021_R01C02
Mouse,Mus musculus,Liver,1,1.99726776,X202794570021_R02C01
Mouse,Mus musculus,Liver,1,1.489071038,X202794570021_R02C02
Mouse,Mus musculus,Liver,1,0.994535519,X202794570021_R03C01
Mouse,Mus musculus,Liver,1,0.573770492,X202794570021_R03C02
Mouse,Mus musculus,Liver,1,1.00273224,X202794570021_R04C01
Mouse,Mus musculus,Liver,1,0.994535519,X202794570021_R04C02
Mouse,Mus musculus,Liver,0,1.475409836,X202794570021_R05C01
Mouse,Mus musculus,Liver,1,0.590163934,X202794570021_R05C02
Mouse,Mus musculus,Liver,1,1.489071038,X202794570021_R06C01
Mouse,Mus musculus,Liver,0,0.994535519,X202794570021_R06C02
Dog,Canis lupus familiaris,Blood,1,7.8,X202894750001_R01C01
Dog,Canis lupus familiaris,Blood,1,1.3,X202894750001_R01C02
Dog,Canis lupus familiaris,Blood,1,4.7,X202894750001_R02C01
Dog,Canis lupus familiaris,Blood,0,11.3,X202894750001_R02C02
Dog,Canis lupus familiaris,Blood,1,7.9,X202894750001_R03C01
Dog,Canis lupus familiaris,Blood,1,14.5,X202894750001_R03C02
Dog,Canis lupus familiaris,Blood,0,13.6,X202894750001_R04C01
Dog,Canis lupus familiaris,Blood,1,0.2,X202894750001_R04C02
Dog,Canis lupus familiaris,Blood,0,9.5,X202894750001_R05C01
Dog,Canis lupus familiaris,Blood,0,0.8,X202894750001_R05C02
Dog,Canis lupus familiaris,Blood,0,9,X202894750001_R06C02
Killer whale,Orcinus orca,Skin,1,26,X202894750002_R01C01
Killer whale,Orcinus orca,Skin,1,17,X202894750002_R01C02
Killer whale,Orcinus orca,Skin,1,38,X202894750002_R02C01
Killer whale,Orcinus orca,Skin,0,3,X202894750002_R02C02
Killer whale,Orcinus orca,Skin,1,28,X202894750002_R03C01
Killer whale,Orcinus orca,Skin,1,43,X202894750002_R03C02
Killer whale,Orcinus orca,Skin,1,38,X202894750002_R04C01
Killer whale,Orcinus orca,Skin,0,21,X202894750002_R04C02
Killer whale,Orcinus orca,Skin,1,22,X202894750002_R05C01
Killer whale,Orcinus orca,Skin,1,24,X202894750002_R05C02
Killer whale,Orcinus orca,Skin,1,28,X202894750002_R06C02
Killer whale,Orcinus orca,Skin,0,37,X202894750003_R01C01
Killer whale,Orcinus orca,Skin,1,47,X202894750003_R01C02
Killer whale,Orcinus orca,Skin,0,37,X202894750003_R02C01
Killer whale,Orcinus orca,Skin,1,0,X202894750003_R02C02
Killer whale,Orcinus orca,Skin,1,25,X202894750003_R03C01
Killer whale,Orcinus orca,Skin,0,0,X202894750003_R03C02
Killer whale,Orcinus orca,Skin,0,20,X202894750003_R04C01
Killer whale,Orcinus orca,Skin,1,,X202894750003_R04C02
Killer whale,Orcinus orca,Skin,0,19,X202894750003_R05C01
Killer whale,Orcinus orca,Skin,1,55,X202894750003_R05C02
Killer whale,Orcinus orca,Skin,0,33,X202894750003_R06C01
Killer whale,Orcinus orca,Skin,1,47,X202894750003_R06C02
Dog,Canis lupus familiaris,Blood,1,16.6,X202894750004_R01C01
Dog,Canis lupus familiaris,Blood,1,15.9,X202894750004_R01C02
Dog,Canis lupus familiaris,Blood,1,7.6,X202894750004_R02C01
Dog,Canis lupus familiaris,Blood,1,5.1,X202894750004_R02C02
Dog,Canis lupus familiaris,Blood,1,4.8,X202894750004_R03C01
Dog,Canis lupus familiaris,Blood,1,6.4,X202894750004_R03C02
Dog,Canis lupus familiaris,Blood,0,4.9,X202894750004_R04C01
Dog,Canis lupus familiaris,Blood,1,7.7,X202894750004_R04C02
Dog,Canis lupus familiaris,Blood,0,4.5,X202894750004_R05C01
Dog,Canis lupus familiaris,Blood,0,10.1,X202894750004_R05C02
Dog,Canis lupus familiaris,Blood,1,6.7,X202894750004_R06C01
Dog,Canis lupus familiaris,Blood,0,1.5,X202894750004_R06C02
Dog,Canis lupus familiaris,Blood,0,12.5,X202894750005_R01C01
Dog,Canis lupus familiaris,Blood,0,7.1,X202894750005_R01C02
Dog,Canis lupus familiaris,Blood,1,1.8,X202894750005_R02C01
Dog,Canis lupus familiaris,Blood,0,12.5,X202894750005_R02C02
Dog,Canis lupus familiaris,Blood,1,1.1,X202894750005_R03C01
Dog,Canis lupus familiaris,Blood,1,8,X202894750005_R03C02
Dog,Canis lupus familiaris,Blood,0,2.2,X202894750005_R04C01
Dog,Canis lupus familiaris,Blood,0,7.4,X202894750005_R04C02
Dog,Canis lupus familiaris,Blood,1,3.1,X202894750005_R05C01
Dog,Canis lupus familiaris,Blood,1,3.6,X202894750005_R05C02
Dog,Canis lupus familiaris,Blood,1,5.9,X202894750005_R06C01
Dog,Canis lupus familiaris,Blood,0,2.3,X202894750005_R06C02
Dog,Canis lupus familiaris,Blood,1,4.2,X202894750006_R01C01
Dog,Canis lupus familiaris,Blood,1,10.1,X202894750006_R01C02
Dog,Canis lupus familiaris,Blood,0,4.4,X202894750006_R02C01
Dog,Canis lupus familiaris,Blood,1,4.4,X202894750006_R02C02
Dog,Canis lupus familiaris,Blood,1,5.7,X202894750006_R03C01
Dog,Canis lupus familiaris,Blood,1,1.6,X202894750006_R03C02
Dog,Canis lupus familiaris,Blood,1,2.3,X202894750006_R04C01
Dog,Canis lupus familiaris,Blood,1,1.1,X202894750006_R04C02
Dog,Canis lupus familiaris,Blood,1,3.8,X202894750006_R05C01
Dog,Canis lupus familiaris,Blood,1,10.8,X202894750006_R05C02
Dog,Canis lupus familiaris,Blood,1,10.1,X202894750006_R06C01
Dog,Canis lupus familiaris,Blood,1,10.3,X202894750006_R06C02
Pale spear-nosed bat,Phyllostomus discolor,Skin,1,1.3,X202894750007_R01C01
Common vampire bat,Desmodus rotundus,Skin,1,4.4,X202894750007_R01C02
Common vampire bat,Desmodus rotundus,Skin,1,8.3,X202894750007_R02C01
Pale spear-nosed bat,Phyllostomus discolor,Skin,0,4.9,X202894750007_R02C02
Pale spear-nosed bat,Phyllostomus discolor,Skin,0,0.2,X202894750007_R03C01
Common vampire bat,Desmodus rotundus,Skin,0,2.6,X202894750007_R03C02
Common vampire bat,Desmodus rotundus,Skin,1,9.3,X202894750007_R04C01
Pale spear-nosed bat,Phyllostomus discolor,Skin,1,0.7,X202894750007_R04C02
Common vampire bat,Desmodus rotundus,Skin,0,6.5,X202894750007_R05C01
Common vampire bat,Desmodus rotundus,Skin,1,6,X202894750007_R05C02
Pale spear-nosed bat,Phyllostomus discolor,Skin,1,11.9,X202894750007_R06C01
Pale spear-nosed bat,Phyllostomus discolor,Skin,1,0,X202894750007_R06C02
Mouse,Mus musculus,Liver,1,0.579234973,X202894750008_R01C01
Mouse,Mus musculus,Liver,1,1.942622951,X202894750008_R01C02
Mouse,Mus musculus,Liver,1,1.535519126,X202894750008_R02C01
Mouse,Mus musculus,Liver,1,1.00273224,X202894750008_R02C02
Mouse,Mus musculus,Liver,1,1.535519126,X202894750008_R03C01
Mouse,Mus musculus,Liver,1,1.030054645,X202894750008_R03C02
Mouse,Mus musculus,Liver,1,1.535519126,X202894750008_R04C01
Mouse,Mus musculus,Liver,1,1.00273224,X202894750008_R04C02
Mouse,Mus musculus,Liver,1,1.535519126,X202894750008_R05C01
Mouse,Mus musculus,Liver,1,1.051912568,X202894750008_R05C02
Mouse,Mus musculus,Liver,1,1.942622951,X202894750008_R06C01
Mouse,Mus musculus,Liver,1,1.051912568,X202894750008_R06C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,13,X202894750009_R01C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,1,X202894750009_R01C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,12,X202894750009_R02C01
Evening bat,Nycticeius humeralis,Muscle,0,0,X202894750009_R02C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,1.8,X202894750009_R03C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,14,X202894750009_R03C02
Evening bat,Nycticeius humeralis,Muscle,1,2,X202894750009_R04C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,9,X202894750009_R04C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,7,X202894750009_R05C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,1.7,X202894750009_R05C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,14,X202894750009_R06C01
Evening bat,Nycticeius humeralis,Muscle,0,0,X202894750009_R06C02
Rhesus macaque,Macaca mulatta,Liver,1,,X202894750010_R01C01
Francois leaf monkey,Trachypithecus francoisi,Liver,,,X202894750010_R01C02
Damaraland mole rat,Cryptomys damarensis,Liver,1,,X202894750010_R02C01
Common dolphin,Delphinus delphis,Liver,0,,X202894750010_R02C02
Cattle,Bos taurus,Liver,0,,X202894750010_R03C01
Mouse,Mus musculus,Liver,0,,X202894750010_R03C02
Cat,Felis catus,Liver,1,,X202894750010_R04C01
Ferret,Mustela putorius furo,Liver,0,,X202894750010_R04C02
Tasmanian devil,Sarcophilus harrisii,Liver,1,,X202894750010_R05C01
Marmoset,Callithrix jacchus,Liver,0,,X202894750010_R05C02
Damaraland mole rat,Cryptomys damarensis,Liver,1,,X202894750010_R06C01
Human,Homo sapiens,Liver,,,X202894750010_R06C02
Spanish mole,Talpa occidentalis,Liver,1,,X202894750011_R01C01
Naked mole rat,Heterocephalus glaber,Liver,0,,X202894750011_R01C02
Rodriguez flying fox,Pteropus rodricensis,Liver,1,,X202894750011_R02C01
Pig,Sus scrofa domesticus,Liver,0,,X202894750011_R02C02
Pig,Sus scrofa domesticus,Liver,0,,X202894750011_R03C01
Noctule,Nyctalus noctula,Liver,0,,X202894750011_R03C02
Pig,Sus scrofa domesticus,Liver,0,,X202894750011_R04C01
Guinea pig,Cavia porcellus,Liver,0,,X202894750011_R04C02
Tammar wallaby,Macropus eugenii,Liver,0,,X202894750011_R05C01
Tasmanian devil,Sarcophilus harrisii,Liver,0,,X202894750011_R05C02
Northern treeshrew,Tupaia belangeri,Liver,0,,X202894750011_R06C01
Noctule,Nyctalus noctula,Liver,0,,X202894750011_R06C02
Rat,Rattus norvegicus,Liver,0,,X202894750012_R01C01
Lesser hedgehog tenrec,Echinops telfairi,Liver,1,,X202894750012_R01C02
Human,Homo sapiens,Liver,,,X202894750012_R02C01
Vervet,Chlorocebus aethiops sabaeus,Liver,1,,X202894750012_R02C02
Common dolphin,Delphinus delphis,Liver,1,,X202894750012_R03C01
Spanish mole,Talpa occidentalis,Liver,0,,X202894750012_R03C02
Sowerbys beaked whale,Mesoplodon bidens,Liver,1,,X202894750012_R04C01
Marmoset,Callithrix jacchus,Liver,0,,X202894750012_R04C02
Asian house shrew,Suncus murinus,Liver,0,,X202894750012_R05C01
European rabbit,Oryctolagus cuniculus,Liver,0,,X202894750012_R05C02
Damaraland mole rat,Cryptomys damarensis,Liver,1,,X202894750012_R06C01
Meerkat,Suricata suricatta,Liver,1,,X202894750012_R06C02
Mouse,Mus musculus,Cortex,0,0.679452055,X202894750013_R01C01
Mouse,Mus musculus,Cortex,1,0.64109589,X202894750013_R01C02
Mouse,Mus musculus,Cortex,0,0.643835616,X202894750013_R02C01
Mouse,Mus musculus,Cortex,1,0.578082192,X202894750013_R02C02
Mouse,Mus musculus,Cortex,0,0.679452055,X202894750013_R03C01
Mouse,Mus musculus,Cortex,1,0.575342466,X202894750013_R03C02
Mouse,Mus musculus,Cortex,1,0.64109589,X202894750013_R04C01
Mouse,Mus musculus,Cortex,1,0.578082192,X202894750013_R04C02
Mouse,Mus musculus,Cortex,0,0.64109589,X202894750013_R05C01
Mouse,Mus musculus,Cortex,0,0.619178082,X202894750013_R05C02
Mouse,Mus musculus,Cortex,0,0.643835616,X202894750013_R06C01
Mouse,Mus musculus,Cortex,1,0.578082192,X202894750013_R06C02
Eastern chipmunk,Tamias striatus,Skin,1,,X202894750014_R01C01
Naked mole rat,Heterocephalus glaber,Skin,1,8,X202894750014_R01C02
Mouse,Mus musculus,Skin,0,,X202894750014_R02C01
Beaver,Castor canadensis,Skin,,,X202894750014_R02C02
Muskrat,Ondatra zibethicus,Skin,,,X202894750014_R03C01
Mouse,Mus musculus,Skin,,0.25,X202894750014_R04C01
Groundhog,Marmota monax,Skin,0,,X202894750014_R04C02
Capybara,Hydrochoerus hydrochaeris,Skin,0,,X202894750014_R05C01
Capybara,Hydrochoerus hydrochaeris,Skin,,,X202894750014_R05C02
Eastern chipmunk,Tamias striatus,Skin,0,,X202894750014_R06C01
Eastern chipmunk,Tamias striatus,Skin,0,,X202894750014_R06C02
Mouse,Mus musculus,Liver,0,0.619178082,X202894750015_R01C01
Mouse,Mus musculus,Liver,1,0.64109589,X202894750015_R01C02
Mouse,Mus musculus,Liver,0,0.643835616,X202894750015_R02C01
Mouse,Mus musculus,Liver,1,0.64109589,X202894750015_R02C02
Mouse,Mus musculus,Liver,1,0.684931507,X202894750015_R03C01
Mouse,Mus musculus,Liver,0,0.64109589,X202894750015_R03C02
Mouse,Mus musculus,Liver,1,0.745205479,X202894750015_R04C01
Mouse,Mus musculus,Liver,0,0.684931507,X202894750015_R04C02
Mouse,Mus musculus,Liver,1,0.643835616,X202894750015_R05C01
Mouse,Mus musculus,Liver,1,0.575342466,X202894750015_R05C02
Mouse,Mus musculus,Liver,1,0.684931507,X202894750015_R06C01
Mouse,Mus musculus,Liver,1,0.578082192,X202894750015_R06C02
Fish-eating bat,Myotis vivesi,Skin,0,1,X202894750016_R01C01
Straw-colored fruit bat,Eidolon helvum,Skin,1,4,X202894750016_R01C02
Rodriguez flying fox,Pteropus rodricensis,Skin,1,18.8,X202894750016_R02C01
Fish-eating bat,Myotis vivesi,Skin,1,,X202894750016_R02C02
Pallas's mastiff bat,Molossus molossus,Skin,1,1.7,X202894750016_R03C01
Rodriguez flying fox,Pteropus rodricensis,Skin,0,20.9,X202894750016_R03C02
Straw-colored fruit bat,Eidolon helvum,Skin,0,3.4,X202894750016_R04C01
Big brown bat,Eptesicus fuscus,Skin,0,2.5,X202894750016_R04C02
Big brown bat,Eptesicus fuscus,Skin,1,14.3,X202894750016_R05C01
Straw-colored fruit bat,Eidolon helvum,Skin,0,4,X202894750016_R05C02
Pallas's mastiff bat,Molossus molossus,Skin,1,1.7,X202894750016_R06C01
Big brown bat,Eptesicus fuscus,Skin,0,0.5,X202894750016_R06C02
Red squirrel,Tamiasciurus hudsonicus,Skin,0,,X202894750017_R01C01
Mole vole Ellobius,Ellobius talpinus,Skin,0,,X202894750017_R01C02
Hamster,Mesocricetus auratus,Skin,0,,X202894750017_R02C01
Hamster,Mesocricetus auratus,Skin,0,,X202894750017_R02C02
Blind mole rat,Spalax galili,Skin,0,,X202894750017_R03C01
Blind mole rat,Spalax galili,Skin,0,,X202894750017_R03C02
Hamster,Mesocricetus auratus,Skin,0,,X202894750017_R04C01
Cotton rabbit,Sylvilagus floridanus,Skin,1,,X202894750017_R04C02
Naked mole rat,Heterocephalus glaber,Skin,0,,X202894750017_R05C02
Red squirrel,Tamiasciurus hudsonicus,Skin,0,,X202894750017_R06C01
Chinese hamster,Cricetulus griseus,Skin,,,X202894750017_R06C02
Guinea pig,Cavia porcellus,Skin,1,,X202894750018_R01C01
Squirrel,Sciurus carolinensis,Skin,0,,X202894750018_R01C02
Hamster,Mesocricetus auratus,Skin,0,,X202894750018_R02C01
