SpeciesCommonName,SpeciesLatinName,Tissue,Sex,Age,Sample,GEO_ID
Human,Homo sapiens,Blood,Male,64.4,X203203210162_R04C01,GSM6984001
Human,Homo sapiens,Blood,Male,56.6,X203203210162_R04C02,GSM6984007
Human,Homo sapiens,Blood,Female,26.2,X203203210162_R05C01,GSM6984002
Human,Homo sapiens,Blood,Female,56.2,X203203210162_R05C02,GSM6984008
Human,Homo sapiens,Blood,Female,74.1,X203203210162_R06C01,GSM6984003
Human,Homo sapiens,Blood,Male,53.9,X203203210162_R06C02,GSM6984009
Horse,Equus caballus,Blood,Female,24.0,X203203210163_R01C01,GSM6985941
Horse,Equus caballus,Blood,Female,10.0,X203203210163_R01C02,GSM6985947
Horse,Equus caballus,Blood,Female,7.0,X203203210163_R02C01,GSM6985942
Horse,Equus caballus,Blood,Male,5.0,X203203210163_R02C02,GSM6985948
Horse,Equus caballus,Blood,Female,2.0,X203203210163_R03C01,GSM6985943
Horse,Equus caballus,Blood,Female,17.0,X203203210163_R03C02,GSM6985949
Horse,Equus caballus,Blood,Female,11.0,X203203210163_R04C01,GSM6985944
Horse,Equus caballus,Blood,Female,8.0,X203203210163_R04C02,GSM6985950
Horse,Equus caballus,Blood,Male,7.0,X203203210163_R05C01,GSM6985945
Horse,Equus caballus,Blood,Male,5.0,X203203210163_R05C02,GSM6985951
Horse,Equus caballus,Blood,Female,1.0,X203203210163_R06C01,GSM6985946
Horse,Equus caballus,Blood,Female,5.0,X203203210163_R06C02,GSM6985952
Rat,Rattus norvegicus,Heart,Female,0.115074799,X203203210164_R01C01,GSM6985413
Rat,Rattus norvegicus,Blood,Female,0.230149597,X203203210164_R01C02,GSM6985419
Rat,Rattus norvegicus,Heart,Female,0.115074799,X203203210164_R02C01,GSM6985414
Rat,Rattus norvegicus,Blood,Female,0.230149597,X203203210164_R02C02,GSM6985420
Rat,Rattus norvegicus,Heart,Female,0.115074799,X203203210164_R03C01,GSM6985415
Rat,Rattus norvegicus,Blood,Female,0.230149597,X203203210164_R03C02,GSM6985421
Rat,Rattus norvegicus,Blood,Male,0.997314921,X203203210164_R04C01,GSM6985416
Rat,Rattus norvegicus,Blood,Male,1.495972382,X203203210164_R04C02,GSM6985422
Rat,Rattus norvegicus,Blood,Male,0.997314921,X203203210164_R05C01,GSM6985417
Rat,Rattus norvegicus,Blood,Male,1.495972382,X203203210164_R05C02,GSM6985423
Rat,Rattus norvegicus,Blood,Male,0.997314921,X203203210164_R06C01,GSM6985418
Rat,Rattus norvegicus,Blood,Male,1.495972382,X203203210164_R06C02,GSM6985424
Vervet,Chlorocebus aethiops sabaeus,Liver,Male,0.019178082,X203203210165_R01C01,GSM6981015
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.084931507,X203203210165_R01C02,GSM6981021
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.712328767,X203203210165_R02C01,GSM6981016
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.501369863,X203203210165_R02C02,GSM6981022
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.15890411,X203203210165_R03C01,GSM6981017
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.260273973,X203203210165_R03C02,GSM6981023
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.517808219,X203203210165_R04C01,GSM6981018
Vervet,Chlorocebus aethiops sabaeus,Liver,Male,1.191780822,X203203210165_R04C02,GSM6981024
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,1.306849315,X203203210165_R05C01,GSM6981019
Vervet,Chlorocebus aethiops sabaeus,Liver,Male,0.246575342,X203203210165_R05C02,GSM6981025
Vervet,Chlorocebus aethiops sabaeus,Liver,Male,0.764383562,X203203210165_R06C01,GSM6981020
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,0.484931507,X203203210165_R06C02,GSM6981026
Naked mole rat,Heterocephalus glaber,Lung,Female,0.67,X203203210166_R01C01,GSM6984610
Naked mole rat,Heterocephalus glaber,Lung,Male,1.487671233,X203203210166_R01C02,GSM6984616
Naked mole rat,Heterocephalus glaber,Lung,Male,1.05,X203203210166_R02C01,GSM6984611
Naked mole rat,Heterocephalus glaber,Muscle,Female,0.67,X203203210166_R02C02,GSM6984617
Naked mole rat,Heterocephalus glaber,Lung,Female,3.35,X203203210166_R03C01,GSM6984612
Naked mole rat,Heterocephalus glaber,Muscle,Male,0.95890411,X203203210166_R03C02,GSM6984618
Naked mole rat,Heterocephalus glaber,Lung,Male,3.6,X203203210166_R04C01,GSM6984613
Naked mole rat,Heterocephalus glaber,Muscle,Male,3.6,X203203210166_R04C02,GSM6984619
Naked mole rat,Heterocephalus glaber,Lung,Male,1.166666667,X203203210166_R05C01,GSM6984614
Naked mole rat,Heterocephalus glaber,Muscle,Male,1.482191781,X203203210166_R05C02,GSM6984620
Naked mole rat,Heterocephalus glaber,Lung,Male,1.482191781,X203203210166_R06C01,GSM6984615
Naked mole rat,Heterocephalus glaber,Muscle,Male,1.482191781,X203203210166_R06C02,GSM6984621
Horse,Equus caballus,Blood,Male,8.0,X203203210167_R01C01,GSM6986071
Horse,Equus caballus,Blood,Male,16.0,X203203210167_R01C02,GSM6986077
Horse,Equus caballus,Blood,Female,13.0,X203203210167_R02C01,GSM6986072
Horse,Equus caballus,Blood,Female,2.0,X203203210167_R02C02,GSM6986078
Horse,Equus caballus,Blood,Female,18.0,X203203210167_R03C01,GSM6986073
Horse,Equus caballus,Blood,Male,11.0,X203203210167_R03C02,GSM6986079
Horse,Equus caballus,Blood,Female,18.0,X203203210167_R04C01,GSM6986074
Horse,Equus caballus,Blood,Female,14.0,X203203210167_R04C02,GSM6986080
Horse,Equus caballus,Blood,Female,3.0,X203203210167_R05C01,GSM6986075
Horse,Equus caballus,Blood,Female,7.0,X203203210167_R05C02,GSM6986081
Horse,Equus caballus,Blood,Female,10.0,X203203210167_R06C01,GSM6986076
Horse,Equus caballus,Blood,Female,14.0,X203203210167_R06C02,GSM6986082
Zebra,Equus quagga,Blood,Male,2.098630137,X203203210168_R01C01,GSM6981159
Zebra,Equus quagga,Blood,Female,,X203203210168_R01C02,GSM6981165
Zebra,Equus quagga,Blood,Male,,X203203210168_R02C01,GSM6981160
Zebra,Equus quagga,Blood,Female,6.520547945,X203203210168_R02C02,GSM6981166
Zebra,Equus quagga,Blood,Female,0.742465753,X203203210168_R03C01,GSM6981161
Zebra,Equus quagga,Blood,Male,,X203203210168_R03C02,GSM6981167
Zebra,Equus quagga,Blood,Female,1.978082192,X203203210168_R04C01,GSM6981162
Zebra,Equus quagga,Blood,Female,,X203203210168_R04C02,GSM6981168
Zebra,Equus quagga,Blood,Female,2.605479452,X203203210168_R05C01,GSM6981163
Zebra,Equus quagga,Blood,Male,,X203203210168_R05C02,GSM6981169
Zebra,Equus quagga,Blood,Female,3.939726027,X203203210168_R06C01,GSM6981164
Zebra,Equus quagga,Blood,Female,,X203203210168_R06C02,GSM6981170
Sheep,Ovis aries,Blood,Male,2.916666667,X203203210169_R01C01,GSM6984961
Sheep,Ovis aries,Blood,Male,5.741666667,X203203210169_R01C02,GSM6984967
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R02C01,GSM6984962
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R02C02,GSM6984968
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R03C01,GSM6984963
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R03C02,GSM6984969
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R04C01,GSM6984964
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R04C02,GSM6984970
Sheep,Ovis aries,Blood,Female,4.25,X203203210169_R05C01,GSM6984965
Sheep,Ovis aries,Blood,Male,2.916666667,X203203210169_R05C02,GSM6984971
Sheep,Ovis aries,Blood,Female,5.238888889,X203203210169_R06C01,GSM6984966
Sheep,Ovis aries,Blood,Female,4.0,X203203210169_R06C02,GSM6984972
Naked mole rat,Heterocephalus glaber,Liver,Male,19.0,X203203210170_R01C01,GSM6985366
Naked mole rat,Heterocephalus glaber,Liver,Female,11.0,X203203210170_R01C02,GSM6985372
Naked mole rat,Heterocephalus glaber,Liver,Male,21.0,X203203210170_R02C01,GSM6985367
Naked mole rat,Heterocephalus glaber,Skin,Female,10.0,X203203210170_R02C02,GSM6985373
Damaraland mole rat,Cryptomys damarensis,Liver,Male,,X203203210170_R03C01,GSM6985368
Naked mole rat,Heterocephalus glaber,Liver,Male,17.5,X203203210170_R03C02,GSM6985374
Naked mole rat,Heterocephalus glaber,Kidney,Female,23.0,X203203210170_R04C01,GSM6985369
Naked mole rat,Heterocephalus glaber,Liver,Male,10.0,X203203210170_R04C02,GSM6985375
Naked mole rat,Heterocephalus glaber,Liver,Female,6.0,X203203210170_R05C01,GSM6985370
Damaraland mole rat,Cryptomys damarensis,Liver,Male,,X203203210170_R05C02,GSM6985376
Naked mole rat,Heterocephalus glaber,Liver,Male,1.5,X203203210170_R06C01,GSM6985371
Naked mole rat,Heterocephalus glaber,Kidney,Male,2.0,X203203210170_R06C02,GSM6985377
Zebra,Equus quagga,Blood,Male,3.761643836,X203203210171_R01C01,GSM6981075
Zebra,Equus quagga,Blood,Male,0.843835616,X203203210171_R01C02,GSM6981081
Zebra,Equus quagga,Blood,Male,5.098630137,X203203210171_R02C01,GSM6981076
Zebra,Equus quagga,Blood,Male,3.550684932,X203203210171_R02C02,GSM6981082
Zebra,Equus quagga,Blood,Male,0.728767123,X203203210171_R03C01,GSM6981077
Zebra,Equus quagga,Blood,Male,4.693150685,X203203210171_R03C02,GSM6981083
Zebra,Equus quagga,Blood,Male,3.654794521,X203203210171_R04C01,GSM6981078
Zebra,Equus quagga,Blood,Female,2.57260274,X203203210171_R04C02,GSM6981084
Zebra,Equus quagga,Blood,Male,12.3260274,X203203210171_R05C01,GSM6981079
Zebra,Equus quagga,Blood,Female,8.147945205,X203203210171_R05C02,GSM6981085
Zebra,Equus quagga,Blood,Female,2.783561644,X203203210171_R06C01,GSM6981080
Zebra,Equus quagga,Blood,Male,,X203203210171_R06C02,GSM6981086
Human,Homo sapiens,Kidney,Male,69.9,X203203210172_R01C01,GSM6984129
Human,Homo sapiens,Kidney,Male,39.9,X203203210172_R01C02,GSM6984135
Human,Homo sapiens,Kidney,Male,62.5,X203203210172_R02C01,GSM6984130
Human,Homo sapiens,Kidney,Female,56.8,X203203210172_R02C02,GSM6984136
Human,Homo sapiens,Kidney,Male,56.2,X203203210172_R03C01,GSM6984131
Human,Homo sapiens,Kidney,Male,42.7,X203203210172_R03C02,GSM6984137
Human,Homo sapiens,Kidney,Female,63.2,X203203210172_R04C01,GSM6984132
Human,Homo sapiens,Kidney,Male,63.3,X203203210172_R04C02,GSM6984138
Human,Homo sapiens,Kidney,Male,51.2,X203203210172_R05C01,GSM6984133
Human,Homo sapiens,Kidney,Female,57.4,X203203210172_R05C02,GSM6984139
Human,Homo sapiens,Kidney,Male,53.7,X203203210172_R06C01,GSM6984134
Human,Homo sapiens,Kidney,Male,54.4,X203203210172_R06C02,GSM6984140
Sheep,Ovis aries,Blood,Female,2.916666667,X203203210173_R01C01,GSM6984997
Sheep,Ovis aries,Blood,Female,4.0,X203203210173_R01C02,GSM6985003
Sheep,Ovis aries,Blood,Female,4.0,X203203210173_R02C01,GSM6984998
Sheep,Ovis aries,Blood,Female,4.0,X203203210173_R02C02,GSM6985004
Sheep,Ovis aries,Blood,Male,5.747222222,X203203210173_R03C01,GSM6984999
Sheep,Ovis aries,Blood,Male,4.0,X203203210173_R03C02,GSM6985005
Sheep,Ovis aries,Blood,Male,4.25,X203203210173_R04C01,GSM6985000
Sheep,Ovis aries,Blood,Female,5.244444444,X203203210173_R04C02,GSM6985006
Sheep,Ovis aries,Blood,Male,4.25,X203203210173_R05C01,GSM6985001
Sheep,Ovis aries,Blood,Male,4.25,X203203210173_R05C02,GSM6985007
Sheep,Ovis aries,Blood,Female,4.25,X203203210173_R06C01,GSM6985002
Sheep,Ovis aries,Blood,Female,3.666666667,X203203210173_R06C02,GSM6985008
Naked mole rat,Heterocephalus glaber,Skin,Female,5.0,X203203210174_R01C01,GSM6985330
Damaraland mole rat,Cryptomys damarensis,Liver,Male,,X203203210174_R01C02,GSM6985336
Naked mole rat,Heterocephalus glaber,Skin,Female,25.0,X203203210174_R02C01,GSM6985331
Cape mole rat,Georychus capensis,Liver,Male,,X203203210174_R02C02,GSM6985337
Naked mole rat,Heterocephalus glaber,Skin,Male,11.5,X203203210174_R03C01,GSM6985332
Naked mole rat,Heterocephalus glaber,Liver,Female,5.0,X203203210174_R03C02,GSM6985338
Naked mole rat,Heterocephalus glaber,Skin,Male,2.0,X203203210174_R04C01,GSM6985333
Naked mole rat,Heterocephalus glaber,Liver,Female,23.0,X203203210174_R04C02,GSM6985339
Naked mole rat,Heterocephalus glaber,Liver,Male,10.0,X203203210174_R05C01,GSM6985334
Naked mole rat,Heterocephalus glaber,Liver,Female,0.8,X203203210174_R05C02,GSM6985340
Naked mole rat,Heterocephalus glaber,Liver,Male,10.0,X203203210174_R06C01,GSM6985335
Naked mole rat,Heterocephalus glaber,Skin,Male,2.0,X203203210174_R06C02,GSM6985341
Horse,Equus caballus,Liver,Male,13.0,X203203210175_R01C01,GSM6986238
Horse,Equus caballus,Liver,Male,0.25,X203203210175_R01C02,GSM6986244
Horse,Equus caballus,Liver,Female,1.5,X203203210175_R02C01,GSM6986239
Horse,Equus caballus,Liver,Female,1.0,X203203210175_R02C02,GSM6986245
Horse,Equus caballus,Liver,Male,1.0,X203203210175_R03C01,GSM6986240
Horse,Equus caballus,Liver,Female,1.0,X203203210175_R03C02,GSM6986246
Horse,Equus caballus,Liver,Male,0.916666667,X203203210175_R04C01,GSM6986241
Horse,Equus caballus,Liver,Female,0.041666667,X203203210175_R04C02,GSM6986247
Horse,Equus caballus,Liver,Male,2.583333333,X203203210175_R05C01,GSM6986242
Horse,Equus caballus,Liver,Male,1.0,X203203210175_R05C02,GSM6986248
Horse,Equus caballus,Liver,Male,8.0,X203203210175_R06C01,GSM6986243
Horse,Equus caballus,Liver,Female,1.0,X203203210175_R06C02,GSM6986249
Rat,Rattus norvegicus,Brain,Male,0.997314921,X203203210176_R01C01,GSM6985485
Rat,Rattus norvegicus,Blood,Male,2.301495972,X203203210176_R01C02,GSM6985491
Rat,Rattus norvegicus,Brain,Male,0.997314921,X203203210176_R02C01,GSM6985486
Rat,Rattus norvegicus,Blood,Male,2.301495972,X203203210176_R02C02,GSM6985492
Rat,Rattus norvegicus,Brain,Male,0.997314921,X203203210176_R03C01,GSM6985487
Rat,Rattus norvegicus,Blood,Male,2.301495972,X203203210176_R03C02,GSM6985493
Rat,Rattus norvegicus,Blood,Female,0.115074799,X203203210176_R04C01,GSM6985488
Rat,Rattus norvegicus,Liver,Male,0.997314921,X203203210176_R04C02,GSM6985494
Rat,Rattus norvegicus,Blood,Female,0.115074799,X203203210176_R05C01,GSM6985489
Rat,Rattus norvegicus,Liver,Male,0.997314921,X203203210176_R05C02,GSM6985495
Rat,Rattus norvegicus,Blood,Female,0.115074799,X203203210176_R06C01,GSM6985490
Rat,Rattus norvegicus,Liver,Male,0.997314921,X203203210176_R06C02,GSM6985496
Horse,Equus caballus,Duodenum,Female,4.0,X203203210177_R01C01,GSM6986167
Horse,Equus caballus,Liver,Female,4.0,X203203210177_R01C02,GSM6986173
Horse,Equus caballus,Duodenum,Female,5.0,X203203210177_R02C01,GSM6986168
Horse,Equus caballus,Liver,Female,5.0,X203203210177_R02C02,GSM6986174
Horse,Equus caballus,Tendon,Female,4.0,X203203210177_R03C01,GSM6986169
Horse,Equus caballus,Mammary,Female,4.0,X203203210177_R03C02,GSM6986175
Horse,Equus caballus,Tendon,Female,5.0,X203203210177_R04C01,GSM6986170
Horse,Equus caballus,Mammary,Female,5.0,X203203210177_R04C02,GSM6986176
Horse,Equus caballus,TemporalCortex,Female,4.0,X203203210177_R05C01,GSM6986171
Horse,Equus caballus,Lamina,Female,4.0,X203203210177_R05C02,GSM6986177
Horse,Equus caballus,TemporalCortex,Female,5.0,X203203210177_R06C01,GSM6986172
Horse,Equus caballus,Lamina,Female,5.0,X203203210177_R06C02,GSM6986178
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R01C01,GSM6986473
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R01C02,GSM6986479
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R02C01,GSM6986474
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R02C02,GSM6986480
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R03C01,GSM6986475
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R03C02,GSM6986481
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R04C01,GSM6986476
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R04C02,GSM6986482
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R05C01,GSM6986477
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R05C02,GSM6986483
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R06C01,GSM6986478
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210178_R06C02,GSM6986484
Cattle,Bos taurus,Blood,Female,7.649315068,X203203210179_R01C01,GSM6985917
Cattle,Bos taurus,Blood,Female,2.649315068,X203203210179_R01C02,GSM6985923
Cattle,Bos taurus,Blood,Female,5.717808219,X203203210179_R02C01,GSM6985918
Cattle,Bos taurus,Blood,Female,1.709589041,X203203210179_R02C02,GSM6985924
Cattle,Bos taurus,Blood,Female,5.635616438,X203203210179_R03C01,GSM6985919
Cattle,Bos taurus,Blood,Female,1.673972603,X203203210179_R03C02,GSM6985925
Cattle,Bos taurus,Blood,Female,4.657534247,X203203210179_R04C01,GSM6985920
Cattle,Bos taurus,Blood,Female,1.687671233,X203203210179_R04C02,GSM6985926
Cattle,Bos taurus,Blood,Female,3.676712329,X203203210179_R05C01,GSM6985921
Cattle,Bos taurus,Blood,Female,0.610958904,X203203210179_R05C02,GSM6985927
Cattle,Bos taurus,Blood,Female,3.671232877,X203203210179_R06C01,GSM6985922
Cattle,Bos taurus,Blood,Female,0.583561644,X203203210179_R06C02,GSM6985928
Human,Homo sapiens,Muscle,Male,71.2,X203203210180_R01C01,GSM6984504
Human,Homo sapiens,Muscle,Male,54.4,X203203210180_R01C02,GSM6984510
Human,Homo sapiens,Muscle,Male,50.8,X203203210180_R02C01,GSM6984505
Human,Homo sapiens,Muscle,Male,66.3,X203203210180_R02C02,GSM6984511
Human,Homo sapiens,Muscle,Male,51.2,X203203210180_R03C01,GSM6984506
Human,Homo sapiens,Muscle,Female,64.9,X203203210180_R03C02,GSM6984512
Human,Homo sapiens,Muscle,Male,66.7,X203203210180_R04C01,GSM6984507
Human,Homo sapiens,LymphNode,Male,54.6,X203203210180_R04C02,GSM6984513
Human,Homo sapiens,Muscle,Male,53.6,X203203210180_R05C01,GSM6984508
Human,Homo sapiens,Muscle,Male,60.0,X203203210180_R05C02,GSM6984514
Human,Homo sapiens,Muscle,Male,60.6,X203203210180_R06C01,GSM6984509
Human,Homo sapiens,Muscle,Male,66.4,X203203210180_R06C02,GSM6984515
Horse,Equus caballus,Liver,Female,1.0,X203203210181_R01C01,GSM6986226
Horse,Equus caballus,Liver,Male,1.5,X203203210181_R01C02,GSM6986232
Horse,Equus caballus,Liver,Male,1.166666667,X203203210181_R02C01,GSM6986227
Horse,Equus caballus,Liver,Male,0.5,X203203210181_R02C02,GSM6986233
Horse,Equus caballus,Liver,Female,1.5,X203203210181_R03C01,GSM6986228
Horse,Equus caballus,Liver,Male,2.0,X203203210181_R03C02,GSM6986234
Horse,Equus caballus,Liver,Female,2.0,X203203210181_R04C01,GSM6986229
Horse,Equus caballus,Liver,Female,2.0,X203203210181_R04C02,GSM6986235
Horse,Equus caballus,Liver,Male,6.0,X203203210181_R05C01,GSM6986230
Horse,Equus caballus,Liver,Male,0.057692308,X203203210181_R05C02,GSM6986236
Horse,Equus caballus,Liver,Female,1.5,X203203210181_R06C01,GSM6986231
Horse,Equus caballus,Liver,Female,9.0,X203203210181_R06C02,GSM6986237
Horse,Equus caballus,OccipitalCortex,Female,4.0,X203203210182_R01C01,GSM6986143
Horse,Equus caballus,ParietalCortex,Female,4.0,X203203210182_R01C02,GSM6986149
Horse,Equus caballus,OccipitalCortex,Female,5.0,X203203210182_R02C01,GSM6986144
Horse,Equus caballus,ParietalCortex,Female,5.0,X203203210182_R02C02,GSM6986150
Horse,Equus caballus,MitralValve,Female,4.0,X203203210182_R03C01,GSM6986145
Horse,Equus caballus,Heart,Female,4.0,X203203210182_R03C02,GSM6986151
Horse,Equus caballus,MitralValve,Female,5.0,X203203210182_R04C01,GSM6986146
Horse,Equus caballus,Heart,Female,5.0,X203203210182_R04C02,GSM6986152
Horse,Equus caballus,Skin,Female,4.0,X203203210182_R05C01,GSM6986147
Horse,Equus caballus,AdrenalCortex,Female,4.0,X203203210182_R05C02,GSM6986153
Horse,Equus caballus,Skin,Female,5.0,X203203210182_R06C01,GSM6986148
Horse,Equus caballus,AdrenalCortex,Female,5.0,X203203210182_R06C02,GSM6986154
Human,Homo sapiens,Adipose,Female,45.0,X203203210183_R01C01,GSM6984469
Human,Homo sapiens,LymphNode,Male,51.2,X203203210183_R01C02,GSM6984474
Human,Homo sapiens,LymphNode,Male,38.3,X203203210183_R02C01,GSM6984470
Human,Homo sapiens,LymphNode,Female,62.4,X203203210183_R02C02,GSM6984475
Human,Homo sapiens,Adipose,Male,50.2,X203203210183_R03C01,GSM6984471
Human,Homo sapiens,LymphNode,Male,54.6,X203203210183_R03C02,GSM6984476
Human,Homo sapiens,LymphNode,Female,51.5,X203203210183_R04C02,GSM6984477
Human,Homo sapiens,LymphNode,Male,64.6,X203203210183_R05C01,GSM6984472
Human,Homo sapiens,LymphNode,Male,53.6,X203203210183_R05C02,GSM6984478
Human,Homo sapiens,LymphNode,Male,62.5,X203203210183_R06C01,GSM6984473
Human,Homo sapiens,LymphNode,Male,69.9,X203203210183_R06C02,GSM6984479
Horse,Equus caballus,Kidney,Female,4.0,X203203210184_R01C01,GSM6986179
Horse,Equus caballus,Sacrocaudalis,Female,4.0,X203203210184_R01C02,GSM6986185
Horse,Equus caballus,Kidney,Female,5.0,X203203210184_R02C01,GSM6986180
Horse,Equus caballus,Sacrocaudalis,Female,5.0,X203203210184_R02C02,GSM6986186
Horse,Equus caballus,Muscle,Female,4.0,X203203210184_R03C01,GSM6986181
Horse,Equus caballus,Cecum,Female,4.0,X203203210184_R03C02,GSM6986187
Horse,Equus caballus,Muscle,Female,5.0,X203203210184_R04C01,GSM6986182
Horse,Equus caballus,Cecum,Female,5.0,X203203210184_R04C02,GSM6986188
Horse,Equus caballus,Cerebellum,Female,4.0,X203203210184_R05C01,GSM6986183
Horse,Equus caballus,Uterus,Female,4.0,X203203210184_R05C02,GSM6986189
Horse,Equus caballus,Cerebellum,Female,5.0,X203203210184_R06C01,GSM6986184
Horse,Equus caballus,Uterus,Female,5.0,X203203210184_R06C02,GSM6986190
Zebra,Equus quagga,Blood,Female,2.219178082,X203203210185_R01C01,GSM6981087
Zebra,Equus quagga,Blood,Female,1.934246575,X203203210185_R01C02,GSM6981093
Zebra,Equus quagga,Blood,Female,1.780821918,X203203210185_R02C01,GSM6981088
Zebra,Equus quagga,Blood,Male,2.098630137,X203203210185_R02C02,GSM6981094
Zebra,Equus quagga,Blood,Male,2.808219178,X203203210185_R03C01,GSM6981089
Zebra,Equus quagga,Blood,Female,11.39452055,X203203210185_R03C02,GSM6981095
Zebra,Equus quagga,Blood,Male,,X203203210185_R04C01,GSM6981090
Zebra,Equus quagga,Blood,Male,15.52054795,X203203210185_R04C02,GSM6981096
Zebra,Equus quagga,Blood,Male,2.350684932,X203203210185_R05C01,GSM6981091
Zebra,Equus quagga,Blood,Male,6.063013699,X203203210185_R05C02,GSM6981097
Zebra,Equus quagga,Blood,Male,,X203203210185_R06C01,GSM6981092
Zebra,Equus quagga,Blood,Male,,X203203210185_R06C02,GSM6981098
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,9.8,X203203210186_R01C01,GSM6983442
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,5.2,X203203210186_R01C02,GSM6983448
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,8.3,X203203210186_R02C01,GSM6983443
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,2.2,X203203210186_R02C02,GSM6983449
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,4.2,X203203210186_R03C01,GSM6983444
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,1.9,X203203210186_R03C02,GSM6983450
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,4.1,X203203210186_R04C01,GSM6983445
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,1.1,X203203210186_R04C02,GSM6983451
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,4.1,X203203210186_R05C01,GSM6983446
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,1.1,X203203210186_R05C02,GSM6983452
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,2.1,X203203210186_R06C01,GSM6983447
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,1.1,X203203210186_R06C02,GSM6983453
Sheep,Ovis aries,Blood,Female,4.25,X203203210187_R01C01,GSM6985033
Sheep,Ovis aries,Blood,Male,4.0,X203203210187_R01C02,GSM6985039
Sheep,Ovis aries,Blood,Male,2.916666667,X203203210187_R02C01,GSM6985034
Sheep,Ovis aries,Blood,Female,2.916666667,X203203210187_R02C02,GSM6985040
Sheep,Ovis aries,Blood,Male,4.0,X203203210187_R03C01,GSM6985035
Sheep,Ovis aries,Blood,Male,4.25,X203203210187_R03C02,GSM6985041
Sheep,Ovis aries,Blood,Female,2.916666667,X203203210187_R04C01,GSM6985036
Sheep,Ovis aries,Blood,Male,4.25,X203203210187_R04C02,GSM6985042
Sheep,Ovis aries,Blood,Male,4.25,X203203210187_R05C01,GSM6985037
Sheep,Ovis aries,Blood,Female,5.227777778,X203203210187_R05C02,GSM6985043
Sheep,Ovis aries,Blood,Male,4.25,X203203210187_R06C01,GSM6985038
Sheep,Ovis aries,Blood,Male,4.25,X203203210187_R06C02,GSM6985044
Zebra,Equus quagga,Blood,Female,,X203203210188_R01C01,GSM6981123
Zebra,Equus quagga,Blood,Male,,X203203210188_R01C02,GSM6981129
Zebra,Equus quagga,Blood,Male,12.63013699,X203203210188_R02C01,GSM6981124
Zebra,Equus quagga,Blood,Male,1.846575342,X203203210188_R02C02,GSM6981130
Zebra,Equus quagga,Blood,Female,2.457534247,X203203210188_R03C01,GSM6981125
Zebra,Equus quagga,Blood,Male,9.117808219,X203203210188_R03C02,GSM6981131
Zebra,Equus quagga,Blood,Male,3.495890411,X203203210188_R04C01,GSM6981126
Zebra,Equus quagga,Blood,Male,3.832876712,X203203210188_R04C02,GSM6981132
Zebra,Equus quagga,Blood,Female,,X203203210188_R05C01,GSM6981127
Zebra,Equus quagga,Blood,Female,1.567123288,X203203210188_R05C02,GSM6981133
Zebra,Equus quagga,Blood,Female,1.953424658,X203203210188_R06C01,GSM6981128
Zebra,Equus quagga,Blood,Female,2.312328767,X203203210188_R06C02,GSM6981134
Human,Homo sapiens,Spleen,Male,38.3,X203203210189_R01C01,GSM6984397
Human,Homo sapiens,Spleen,Male,51.2,X203203210189_R01C02,GSM6984403
Human,Homo sapiens,Spleen,Male,64.0,X203203210189_R02C01,GSM6984398
Human,Homo sapiens,Spleen,Female,63.2,X203203210189_R02C02,GSM6984404
Human,Homo sapiens,Spleen,Male,60.0,X203203210189_R03C01,GSM6984399
