SpeciesCommonName,SpeciesLatinName,Tissue,Sex,Age,Sample,GEO_ID
Lesser hedgehog tenrec,Echinops telfairi,Liver,Female,,X202894750012_R01C02,GSM6981199
Human,Homo sapiens,Liver,,,X202894750012_R02C01,GSM6981194
Vervet,Chlorocebus aethiops sabaeus,Liver,Female,,X202894750012_R02C02,GSM6981200
Common dolphin,Delphinus delphis,Liver,Female,,X202894750012_R03C01,GSM6981195
Spanish mole,Talpa occidentalis,Liver,Male,,X202894750012_R03C02,GSM6981201
Sowerbys beaked whale,Mesoplodon bidens,Liver,Female,,X202894750012_R04C01,GSM6981196
Marmoset,Callithrix jacchus,Liver,Male,,X202894750012_R04C02,GSM6981202
Asian house shrew,Suncus murinus,Liver,Male,,X202894750012_R05C01,GSM6981197
European rabbit,Oryctolagus cuniculus,Liver,Male,,X202894750012_R05C02,GSM6981203
Damaraland mole rat,Cryptomys damarensis,Liver,Female,,X202894750012_R06C01,GSM6981198
Meerkat,Suricata suricatta,Liver,Female,,X202894750012_R06C02,GSM6981204
Mouse,Mus musculus,Cortex,Male,0.679452055,X202894750013_R01C01,GSM6979904
Mouse,Mus musculus,Cortex,Female,0.64109589,X202894750013_R01C02,GSM6979910
Mouse,Mus musculus,Cortex,Male,0.643835616,X202894750013_R02C01,GSM6979905
Mouse,Mus musculus,Cortex,Female,0.578082192,X202894750013_R02C02,GSM6979911
Mouse,Mus musculus,Cortex,Male,0.679452055,X202894750013_R03C01,GSM6979906
Mouse,Mus musculus,Cortex,Female,0.575342466,X202894750013_R03C02,GSM6979912
Mouse,Mus musculus,Cortex,Female,0.64109589,X202894750013_R04C01,GSM6979907
Mouse,Mus musculus,Cortex,Female,0.578082192,X202894750013_R04C02,GSM6979913
Mouse,Mus musculus,Cortex,Male,0.64109589,X202894750013_R05C01,GSM6979908
Mouse,Mus musculus,Cortex,Male,0.619178082,X202894750013_R05C02,GSM6979914
Mouse,Mus musculus,Cortex,Male,0.643835616,X202894750013_R06C01,GSM6979909
Mouse,Mus musculus,Cortex,Female,0.578082192,X202894750013_R06C02,GSM6979915
Eastern chipmunk,Tamias striatus,Skin,Female,,X202894750014_R01C01,GSM6982795
Naked mole rat,Heterocephalus glaber,Skin,Female,8.0,X202894750014_R01C02,GSM6982801
Mouse,Mus musculus,Skin,Male,,X202894750014_R02C01,GSM6982796
Beaver,Castor canadensis,Skin,,,X202894750014_R02C02,GSM6982802
Muskrat,Ondatra zibethicus,Skin,,,X202894750014_R03C01,GSM6982797
Mouse,Mus musculus,Skin,,0.25,X202894750014_R04C01,GSM6982798
Groundhog,Marmota monax,Skin,Male,,X202894750014_R04C02,GSM6982803
Capybara,Hydrochoerus hydrochaeris,Skin,Male,,X202894750014_R05C01,GSM6982799
Capybara,Hydrochoerus hydrochaeris,Skin,,,X202894750014_R05C02,GSM6982804
Eastern chipmunk,Tamias striatus,Skin,Male,,X202894750014_R06C01,GSM6982800
Eastern chipmunk,Tamias striatus,Skin,Male,,X202894750014_R06C02,GSM6982805
Mouse,Mus musculus,Liver,Male,0.619178082,X202894750015_R01C01,GSM6979856
Mouse,Mus musculus,Liver,Female,0.64109589,X202894750015_R01C02,GSM6979862
Mouse,Mus musculus,Liver,Male,0.643835616,X202894750015_R02C01,GSM6979857
Mouse,Mus musculus,Liver,Female,0.64109589,X202894750015_R02C02,GSM6979863
Mouse,Mus musculus,Liver,Female,0.684931507,X202894750015_R03C01,GSM6979858
Mouse,Mus musculus,Liver,Male,0.64109589,X202894750015_R03C02,GSM6979864
Mouse,Mus musculus,Liver,Female,0.745205479,X202894750015_R04C01,GSM6979859
Mouse,Mus musculus,Liver,Male,0.684931507,X202894750015_R04C02,GSM6979865
Mouse,Mus musculus,Liver,Female,0.643835616,X202894750015_R05C01,GSM6979860
Mouse,Mus musculus,Liver,Female,0.575342466,X202894750015_R05C02,GSM6979866
Mouse,Mus musculus,Liver,Female,0.684931507,X202894750015_R06C01,GSM6979861
Mouse,Mus musculus,Liver,Female,0.578082192,X202894750015_R06C02,GSM6979867
Fish-eating bat,Myotis vivesi,Skin,Male,1.0,X202894750016_R01C01,GSM6983418
Straw-colored fruit bat,Eidolon helvum,Skin,Female,4.0,X202894750016_R01C02,GSM6983424
Rodriguez flying fox,Pteropus rodricensis,Skin,Female,18.8,X202894750016_R02C01,GSM6983419
Fish-eating bat,Myotis vivesi,Skin,Female,,X202894750016_R02C02,GSM6983425
Pallas's mastiff bat,Molossus molossus,Skin,Female,1.7,X202894750016_R03C01,GSM6983420
Rodriguez flying fox,Pteropus rodricensis,Skin,Male,20.9,X202894750016_R03C02,GSM6983426
Straw-colored fruit bat,Eidolon helvum,Skin,Male,3.4,X202894750016_R04C01,GSM6983421
Big brown bat,Eptesicus fuscus,Skin,Male,2.5,X202894750016_R04C02,GSM6983427
Big brown bat,Eptesicus fuscus,Skin,Female,14.3,X202894750016_R05C01,GSM6983422
Straw-colored fruit bat,Eidolon helvum,Skin,Male,4.0,X202894750016_R05C02,GSM6983428
Pallas's mastiff bat,Molossus molossus,Skin,Female,1.7,X202894750016_R06C01,GSM6983423
Big brown bat,Eptesicus fuscus,Skin,Male,0.5,X202894750016_R06C02,GSM6983429
Red squirrel,Tamiasciurus hudsonicus,Skin,Male,,X202894750017_R01C01,GSM6982873
Mole vole Ellobius,Ellobius talpinus,Skin,Male,,X202894750017_R01C02,GSM6982878
Hamster,Mesocricetus auratus,Skin,Male,,X202894750017_R02C01,GSM6982874
Hamster,Mesocricetus auratus,Skin,Male,,X202894750017_R02C02,GSM6982879
Blind mole rat,Spalax galili,Skin,Male,,X202894750017_R03C01,GSM6982875
Blind mole rat,Spalax galili,Skin,Male,,X202894750017_R03C02,GSM6982880
Hamster,Mesocricetus auratus,Skin,Male,,X202894750017_R04C01,GSM6982876
Cotton rabbit,Sylvilagus floridanus,Skin,Female,,X202894750017_R04C02,GSM6982881
Naked mole rat,Heterocephalus glaber,Skin,Male,,X202894750017_R05C02,GSM6982882
Red squirrel,Tamiasciurus hudsonicus,Skin,Male,,X202894750017_R06C01,GSM6982877
Chinese hamster,Cricetulus griseus,Skin,,,X202894750017_R06C02,GSM6982883
Guinea pig,Cavia porcellus,Skin,Female,,X202894750018_R01C01,GSM6982884
Squirrel,Sciurus carolinensis,Skin,Male,,X202894750018_R01C02,GSM6982890
Hamster,Mesocricetus auratus,Skin,Male,,X202894750018_R02C01,GSM6982885
Fox squirrel,Sciurus niger,Skin,Male,,X202894750018_R03C01,GSM6982886
Hamster,Mesocricetus auratus,Skin,Male,,X202894750018_R03C02,GSM6982891
Naked mole rat,Heterocephalus glaber,Skin,Female,1.1,X202894750018_R04C01,GSM6982887
Fox squirrel,Sciurus niger,Skin,Male,,X202894750018_R04C02,GSM6982892
Brown rat,Rattus norvegicus domestica,Skin,Male,,X202894750018_R05C01,GSM6982888
Chinese hamster,Cricetulus griseus,Skin,,,X202894750018_R05C02,GSM6982893
Chinese hamster,Cricetulus griseus,Skin,,,X202894750018_R06C01,GSM6982889
Chichillah,Chinchilla lanigera,Skin,Male,0.75,X202894750018_R06C02,GSM6982894
Dog,Canis lupus familiaris,Blood,Female,2.9,X202894750019_R01C01,GSM6982055
Dog,Canis lupus familiaris,Blood,Female,12.5,X202894750019_R01C02,GSM6982061
Dog,Canis lupus familiaris,Blood,Female,10.3,X202894750019_R02C01,GSM6982056
Dog,Canis lupus familiaris,Blood,Male,12.8,X202894750019_R02C02,GSM6982062
Dog,Canis lupus familiaris,Blood,Female,0.5,X202894750019_R03C01,GSM6982057
Dog,Canis lupus familiaris,Blood,Male,6.6,X202894750019_R03C02,GSM6982063
Dog,Canis lupus familiaris,Blood,Female,8.0,X202894750019_R04C01,GSM6982058
Dog,Canis lupus familiaris,Blood,Female,8.6,X202894750019_R04C02,GSM6982064
Dog,Canis lupus familiaris,Blood,Male,8.3,X202894750019_R05C01,GSM6982059
Dog,Canis lupus familiaris,Blood,Male,10.0,X202894750019_R05C02,GSM6982065
Dog,Canis lupus familiaris,Blood,Male,5.8,X202894750019_R06C01,GSM6982060
Dog,Canis lupus familiaris,Blood,Male,4.7,X202894750019_R06C02,GSM6982066
Dog,Canis lupus familiaris,Blood,Female,8.0,X202894750020_R01C01,GSM6982019
Dog,Canis lupus familiaris,Blood,Female,14.3,X202894750020_R01C02,GSM6982025
Dog,Canis lupus familiaris,Blood,Male,6.7,X202894750020_R02C01,GSM6982020
Dog,Canis lupus familiaris,Blood,Male,4.1,X202894750020_R02C02,GSM6982026
Dog,Canis lupus familiaris,Blood,Male,4.6,X202894750020_R03C01,GSM6982021
Dog,Canis lupus familiaris,Blood,Female,2.1,X202894750020_R03C02,GSM6982027
Dog,Canis lupus familiaris,Blood,Female,3.7,X202894750020_R04C01,GSM6982022
Dog,Canis lupus familiaris,Blood,Female,4.9,X202894750020_R04C02,GSM6982028
Dog,Canis lupus familiaris,Blood,Female,2.6,X202894750020_R05C01,GSM6982023
Dog,Canis lupus familiaris,Blood,Female,14.8,X202894750020_R05C02,GSM6982029
Dog,Canis lupus familiaris,Blood,Male,5.5,X202894750020_R06C01,GSM6982024
Dog,Canis lupus familiaris,Blood,Female,0.4,X202894750020_R06C02,GSM6982030
Mouse,Mus musculus,Liver,Male,0.833333333,X202894750021_R01C01,GSM6979785
Mouse,Mus musculus,Liver,Male,0.083333333,X202894750021_R01C02,GSM6979791
Mouse,Mus musculus,Liver,Male,2.25,X202894750021_R02C01,GSM6979786
Mouse,Mus musculus,Liver,Female,1.916666667,X202894750021_R02C02,GSM6979792
Mouse,Mus musculus,Liver,Male,0.5,X202894750021_R03C01,GSM6979787
Mouse,Mus musculus,Liver,Female,0.833333333,X202894750021_R03C02,GSM6979793
Mouse,Mus musculus,Liver,Female,0.083333333,X202894750021_R04C01,GSM6979788
Mouse,Mus musculus,Liver,Male,1.166666667,X202894750021_R04C02,GSM6979794
Mouse,Mus musculus,Liver,Female,1.166666667,X202894750021_R05C01,GSM6979789
Mouse,Mus musculus,Liver,Female,1.916666667,X202894750021_R05C02,GSM6979795
Mouse,Mus musculus,Liver,Male,1.166666667,X202894750021_R06C01,GSM6979790
Mouse,Mus musculus,Liver,Female,1.166666667,X202894750021_R06C02,GSM6979796
Killer whale,Orcinus orca,Skin,Male,17.0,X202894750022_R01C01,GSM6982990
Killer whale,Orcinus orca,Skin,Female,43.0,X202894750022_R01C02,GSM6982995
Killer whale,Orcinus orca,Skin,Male,7.0,X202894750022_R02C01,GSM6982991
Killer whale,Orcinus orca,Skin,Female,,X202894750022_R03C02,GSM6982996
Killer whale,Orcinus orca,Skin,Female,33.0,X202894750022_R04C01,GSM6982992
Killer whale,Orcinus orca,Skin,Female,10.0,X202894750022_R04C02,GSM6982997
Killer whale,Orcinus orca,Skin,Female,3.0,X202894750022_R05C01,GSM6982993
Killer whale,Orcinus orca,Skin,Female,,X202894750022_R05C02,GSM6982998
Killer whale,Orcinus orca,Skin,Male,6.0,X202894750022_R06C01,GSM6982994
Killer whale,Orcinus orca,Skin,Female,19.0,X202894750022_R06C02,GSM6982999
Killer whale,Orcinus orca,Skin,Female,23.0,X202894750023_R01C01,GSM6982978
Killer whale,Orcinus orca,Skin,Male,21.0,X202894750023_R01C02,GSM6982984
Killer whale,Orcinus orca,Skin,Female,29.0,X202894750023_R02C01,GSM6982979
Killer whale,Orcinus orca,Skin,Female,25.0,X202894750023_R02C02,GSM6982985
Killer whale,Orcinus orca,Skin,Male,21.0,X202894750023_R03C01,GSM6982980
Killer whale,Orcinus orca,Skin,Male,15.0,X202894750023_R03C02,GSM6982986
Killer whale,Orcinus orca,Skin,Male,20.0,X202894750023_R04C01,GSM6982981
Killer whale,Orcinus orca,Skin,Male,15.0,X202894750023_R04C02,GSM6982987
Killer whale,Orcinus orca,Skin,Female,18.0,X202894750023_R05C01,GSM6982982
Killer whale,Orcinus orca,Skin,Male,20.0,X202894750023_R05C02,GSM6982988
Killer whale,Orcinus orca,Skin,Female,23.0,X202894750023_R06C01,GSM6982983
Killer whale,Orcinus orca,Skin,Female,18.0,X202894750023_R06C02,GSM6982989
Mouse,Mus musculus,Liver,Female,0.166666667,X202894750024_R01C01,GSM6979773
Mouse,Mus musculus,Liver,Female,0.083333333,X202894750024_R01C02,GSM6979779
Mouse,Mus musculus,Liver,Female,1.5,X202894750024_R02C01,GSM6979774
Mouse,Mus musculus,Liver,Female,2.25,X202894750024_R02C02,GSM6979780
Mouse,Mus musculus,Liver,Male,0.166666667,X202894750024_R03C01,GSM6979775
Mouse,Mus musculus,Liver,Female,0.5,X202894750024_R03C02,GSM6979781
Mouse,Mus musculus,Liver,Male,1.916666667,X202894750024_R04C01,GSM6979776
Mouse,Mus musculus,Liver,Male,1.5,X202894750024_R04C02,GSM6979782
Mouse,Mus musculus,Liver,Female,0.833333333,X202894750024_R05C01,GSM6979777
Mouse,Mus musculus,Liver,Female,0.083333333,X202894750024_R05C02,GSM6979783
Mouse,Mus musculus,Liver,Male,0.5,X202894750024_R06C01,GSM6979778
Mouse,Mus musculus,Liver,Male,1.5,X202894750024_R06C02,GSM6979784
Beaver,Castor canadensis,Fibroblast,,,X202894750025_R01C01,GSM6988010
Black rat,Rattus rattus,Fibroblast,,,X202894750025_R01C02,GSM6988016
American black bear,Ursus americanus,Fibroblast,,,X202894750025_R02C01,GSM6988011
White-tailed deer,Odocoileus virginianus,Fibroblast,Male,,X202894750025_R02C02,GSM6988017
Coyote,Canis latrans,Fibroblast,,,X202894750025_R03C01,GSM6988012
Mouse,Mus musculus,Blood,Male,0.833333333,X202894750025_R03C02,GSM6980531
Fox squirrel,Sciurus niger,Fibroblast,,,X202894750025_R04C01,GSM6988013
Mouse,Mus musculus,Blood,Male,0.833333333,X202894750025_R04C02,GSM6980532
African grass rat (Nile Kusu),Arvicanthis niloticus,Fibroblast,Female,,X202894750025_R05C01,GSM6988014
Mouse,Mus musculus,Blood,Male,0.833333333,X202894750025_R05C02,GSM6980533
Red squirrel,Tamiasciurus hudsonicus,Fibroblast,,,X202894750025_R06C01,GSM6988015
Mouse,Mus musculus,Blood,Male,0.833333333,X202894750025_R06C02,GSM6980534
Mouse,Mus musculus,Striatum,Male,1.5,X202894750026_R01C01,GSM6979637
Mouse,Mus musculus,Striatum,Female,0.083333333,X202894750026_R01C02,GSM6979643
Mouse,Mus musculus,Striatum,Male,0.833333333,X202894750026_R02C01,GSM6979638
Mouse,Mus musculus,Striatum,Female,1.166666667,X202894750026_R02C02,GSM6979644
Mouse,Mus musculus,Striatum,Male,0.5,X202894750026_R03C01,GSM6979639
Mouse,Mus musculus,Striatum,Male,0.083333333,X202894750026_R03C02,GSM6979645
Mouse,Mus musculus,Striatum,Female,0.833333333,X202894750026_R04C01,GSM6979640
Mouse,Mus musculus,Striatum,Male,0.166666667,X202894750026_R04C02,GSM6979646
Mouse,Mus musculus,Striatum,Male,0.083333333,X202894750026_R05C01,GSM6979641
Mouse,Mus musculus,Striatum,Male,1.5,X202894750026_R05C02,GSM6979647
Mouse,Mus musculus,Striatum,Male,0.833333333,X202894750026_R06C01,GSM6979642
Mouse,Mus musculus,Striatum,Female,2.25,X202894750026_R06C02,GSM6979648
Variable flying fox,Pteropus hypomelanus,Skin,Female,14.9,X202894750028_R01C01,GSM6983095
Variable flying fox,Pteropus hypomelanus,Skin,Male,13.3,X202894750028_R01C02,GSM6983101
Large flying fox,Pteropus vampyrus,Skin,Male,15.4,X202894750028_R02C01,GSM6983096
Large flying fox,Pteropus vampyrus,Skin,Female,9.2,X202894750028_R02C02,GSM6983102
Variable flying fox,Pteropus hypomelanus,Skin,Female,19.2,X202894750028_R03C01,GSM6983097
Large flying fox,Pteropus vampyrus,Skin,Female,13.2,X202894750028_R03C02,GSM6983103
Large flying fox,Pteropus vampyrus,Skin,Male,16.9,X202894750028_R04C01,GSM6983098
Variable flying fox,Pteropus hypomelanus,Skin,Male,19.0,X202894750028_R05C01,GSM6983099
Large flying fox,Pteropus vampyrus,Skin,Female,5.0,X202894750028_R05C02,GSM6983104
Large flying fox,Pteropus vampyrus,Skin,Female,,X202894750028_R06C01,GSM6983100
Variable flying fox,Pteropus hypomelanus,Skin,Female,6.0,X202894750028_R06C02,GSM6983105
Mouse,Mus musculus,Cortex,Female,1.166666667,X202894750029_R01C01,GSM6979589
Mouse,Mus musculus,Cortex,Male,1.916666667,X202894750029_R01C02,GSM6979595
Mouse,Mus musculus,Cortex,Male,2.25,X202894750029_R02C01,GSM6979590
Mouse,Mus musculus,Cortex,Female,0.5,X202894750029_R02C02,GSM6979596
Mouse,Mus musculus,Cortex,Male,1.5,X202894750029_R03C01,GSM6979591
Mouse,Mus musculus,Cortex,Female,2.25,X202894750029_R03C02,GSM6979597
Mouse,Mus musculus,Cortex,Female,0.166666667,X202894750029_R04C01,GSM6979592
Mouse,Mus musculus,Cortex,Female,1.5,X202894750029_R04C02,GSM6979598
Mouse,Mus musculus,Cortex,Female,0.5,X202894750029_R05C01,GSM6979593
Mouse,Mus musculus,Cortex,Male,0.833333333,X202894750029_R05C02,GSM6979599
Mouse,Mus musculus,Cortex,Female,2.25,X202894750029_R06C01,GSM6979594
Mouse,Mus musculus,Cortex,Female,1.916666667,X202894750029_R06C02,GSM6979600
Mouse,Mus musculus,Liver,Female,1.494535519,X202894750030_R01C01,GSM6981359
Mouse,Mus musculus,Liver,Male,1.412568306,X202894750030_R01C02,GSM6981365
Mouse,Mus musculus,Liver,Female,1.472677596,X202894750030_R02C01,GSM6981360
Mouse,Mus musculus,Liver,Female,1.232240437,X202894750030_R02C02,GSM6981366
Mouse,Mus musculus,Liver,Female,0.628415301,X202894750030_R03C01,GSM6981361
Mouse,Mus musculus,Liver,Female,1.191256831,X202894750030_R03C02,GSM6981367
Mouse,Mus musculus,Liver,Female,0.628415301,X202894750030_R04C01,GSM6981362
Mouse,Mus musculus,Liver,Female,1.62568306,X202894750030_R04C02,GSM6981368
Mouse,Mus musculus,Liver,Female,1.144808743,X202894750030_R05C01,GSM6981363
Mouse,Mus musculus,Liver,Female,0.636612022,X202894750030_R05C02,GSM6981369
Mouse,Mus musculus,Liver,Female,1.191256831,X202894750030_R06C01,GSM6981364
Mouse,Mus musculus,Liver,Female,1.191256831,X202894750030_R06C02,GSM6981370
Dog,Canis lupus familiaris,Blood,Male,12.2,X202894750031_R01C01,GSM6982390
Dog,Canis lupus familiaris,Blood,Female,6.9,X202894750031_R01C02,GSM6982396
Dog,Canis lupus familiaris,Blood,Female,5.5,X202894750031_R02C01,GSM6982391
Dog,Canis lupus familiaris,Blood,Female,0.6,X202894750031_R02C02,GSM6982397
Dog,Canis lupus familiaris,Blood,Male,13.8,X202894750031_R03C01,GSM6982392
Dog,Canis lupus familiaris,Blood,Female,1.0,X202894750031_R03C02,GSM6982398
Dog,Canis lupus familiaris,Blood,Male,0.5,X202894750031_R04C01,GSM6982393
Dog,Canis lupus familiaris,Blood,Female,9.0,X202894750031_R04C02,GSM6982399
Dog,Canis lupus familiaris,Blood,Male,3.0,X202894750031_R05C01,GSM6982394
Dog,Canis lupus familiaris,Blood,Male,0.4,X202894750031_R05C02,GSM6982400
Dog,Canis lupus familiaris,Blood,Male,15.0,X202894750031_R06C01,GSM6982395
Dog,Canis lupus familiaris,Blood,Male,5.0,X202894750031_R06C02,GSM6982401
Pale spear-nosed bat,Phyllostomus discolor,Skin,Male,,X202894750032_R01C01,GSM6983298
Common vampire bat,Desmodus rotundus,Skin,Male,12.8,X202894750032_R01C02,GSM6983304
Common vampire bat,Desmodus rotundus,Skin,Female,5.5,X202894750032_R02C01,GSM6983299
Pale spear-nosed bat,Phyllostomus discolor,Skin,Female,3.7,X202894750032_R02C02,GSM6983305
Pale spear-nosed bat,Phyllostomus discolor,Skin,Female,0.0,X202894750032_R03C01,GSM6983300
Common vampire bat,Desmodus rotundus,Skin,Female,14.9,X202894750032_R03C02,GSM6983306
Common vampire bat,Desmodus rotundus,Skin,Male,5.0,X202894750032_R04C01,GSM6983301
Pale spear-nosed bat,Phyllostomus discolor,Skin,Female,0.4,X202894750032_R04C02,GSM6983307
Common vampire bat,Desmodus rotundus,Skin,Male,10.4,X202894750032_R05C01,GSM6983302
Common vampire bat,Desmodus rotundus,Skin,Female,5.0,X202894750032_R05C02,GSM6983308
Pale spear-nosed bat,Phyllostomus discolor,Skin,Male,11.9,X202894750032_R06C01,GSM6983303
Pale spear-nosed bat,Phyllostomus discolor,Skin,Male,0.0,X202894750032_R06C02,GSM6983309
Dog,Canis lupus familiaris,Blood,Male,6.0,X202894750033_R01C01,GSM6982330
Dog,Canis lupus familiaris,Blood,Male,1.7,X202894750033_R01C02,GSM6982336
Dog,Canis lupus familiaris,Blood,Male,6.8,X202894750033_R02C01,GSM6982331
Dog,Canis lupus familiaris,Blood,Female,0.5,X202894750033_R02C02,GSM6982337
Dog,Canis lupus familiaris,Blood,Male,6.8,X202894750033_R03C01,GSM6982332
Dog,Canis lupus familiaris,Blood,Male,2.1,X202894750033_R03C02,GSM6982338
Dog,Canis lupus familiaris,Blood,Male,16.5,X202894750033_R04C01,GSM6982333
Dog,Canis lupus familiaris,Blood,Male,1.4,X202894750033_R04C02,GSM6982339
Dog,Canis lupus familiaris,Blood,Female,6.1,X202894750033_R05C01,GSM6982334
Dog,Canis lupus familiaris,Blood,Male,8.0,X202894750033_R05C02,GSM6982340
Dog,Canis lupus familiaris,Blood,Female,5.7,X202894750033_R06C01,GSM6982335
Dog,Canis lupus familiaris,Blood,Female,6.9,X202894750033_R06C02,GSM6982341
Killer whale,Orcinus orca,Blood,Male,16.2,X202894750035_R01C01,GSM6986575
Beluga whale,Delphinapterus leucas,Blood,Male,5.31,X202894750035_R01C02,GSM6986581
Killer whale,Orcinus orca,Blood,Male,5.73,X202894750035_R02C01,GSM6986576
Beluga whale,Delphinapterus leucas,Blood,Female,18.26,X202894750035_R02C02,GSM6986582
Killer whale,Orcinus orca,Blood,Female,25.27,X202894750035_R03C01,GSM6986577
Beluga whale,Delphinapterus leucas,Blood,Male,31.21,X202894750035_R03C02,GSM6986583
Killer whale,Orcinus orca,Blood,Male,25.76,X202894750035_R04C01,GSM6986578
Beluga whale,Delphinapterus leucas,Blood,Female,32.82,X202894750035_R04C02,GSM6986584
Bottlenose dolphin,Tursiops truncatus,Blood,Male,29.28,X202894750035_R05C01,GSM6986579
Beluga whale,Delphinapterus leucas,Blood,Male,11.35,X202894750035_R05C02,GSM6986585
Pacific walrus,Odobenus rosmarus divergens,Blood,Male,6.43,X202894750035_R06C01,GSM6986580
Beluga whale,Delphinapterus leucas,Blood,Female,39.16,X202894750035_R06C02,GSM6986586
Beluga whale,Delphinapterus leucas,Blood,Male,1.16,X202894750036_R01C01,GSM6986587
Pacific white-sided dolphin,Lagenorhynchus obliquidens,Blood,Female,19.3,X202894750036_R01C02,GSM6986593
Beluga whale,Delphinapterus leucas,Blood,Male,2.22,X202894750036_R02C01,GSM6986588
Killer whale,Orcinus orca,Blood,Female,4.92,X202894750036_R02C02,GSM6986594
Beluga whale,Delphinapterus leucas,Blood,Male,1.12,X202894750036_R03C01,GSM6986589
Killer whale,Orcinus orca,Blood,Male,19.37,X202894750036_R03C02,GSM6986595
Beluga whale,Delphinapterus leucas,Blood,Female,32.83,X202894750036_R04C01,GSM6986590
Killer whale,Orcinus orca,Blood,Female,27.33,X202894750036_R04C02,GSM6986596
Pacific white-sided dolphin,Lagenorhynchus obliquidens,Blood,Female,39.79,X202894750036_R05C01,GSM6986591
Bottlenose dolphin,Tursiops truncatus,Blood,Male,11.42,X202894750036_R05C02,GSM6986597
Pacific white-sided dolphin,Lagenorhynchus obliquidens,Blood,Male,9.14,X202894750036_R06C01,GSM6986592
Killer whale,Orcinus orca,Blood,Male,26.87,X202894750036_R06C02,GSM6986598
